# xsect in pb ulWino+dLWino
msq,mneu,xsect
2100.0,500.0,0.0009251851389
700.0,550.0,0.21559114705
800.0,550.0,0.1291308448
900.0,550.0,0.079662402425
1000.0,550.0,0.05108429397499999
1100.0,550.0,0.032953324972499996
1200.0,550.0,0.021657784710000003
1300.0,550.0,0.014331692729999998
1400.0,550.0,0.009719438593999999
1500.0,550.0,0.0066736622990000005
1600.0,550.0,0.0046651987744999995
1700.0,550.0,0.0032685562512499997
1800.0,550.0,0.00229696461
1900.0,550.0,0.0017899477261
2000.0,550.0,0.00117522655875
2100.0,550.0,0.0008416965022249999
700.0,600.0,0.1820204493
800.0,600.0,0.1103997674
900.0,600.0,0.06883825555
1000.0,600.0,0.04533872031
1100.0,600.0,0.029410860185
1200.0,600.0,0.0194253869
1300.0,600.0,0.01275948152
1400.0,600.0,0.008699452398
1500.0,600.0,0.006001027181
1600.0,600.0,0.004247596108999999
1700.0,600.0,0.0029843844045
1800.0,600.0,0.002088262421
1900.0,600.0,0.0015812455371000001
2000.0,600.0,0.0010742286532
2100.0,600.0,0.00075820786555
700.0,650.0,0.15747632579999998
800.0,650.0,0.096411561925
900.0,650.0,0.060549060255
1000.0,650.0,0.039593146645
1100.0,650.0,0.0258683953975
1200.0,650.0,0.01719298909
1300.0,650.0,0.0114628651445
1400.0,650.0,0.0078460427125
1500.0,650.0,0.0054312603425
1600.0,650.0,0.0038299934435
1700.0,650.0,0.0027002125577500003
1800.0,650.0,0.0019060096365
1900.0,650.0,0.0013989927526
2000.0,650.0,0.000990740016525
2100.0,650.0,0.000674719228875
700.0,700.0,0.1329322023
800.0,700.0,0.08242335645
900.0,700.0,0.05225986496
1000.0,700.0,0.03384757298
1100.0,700.0,0.02232593061
1200.0,700.0,0.01496059128
1300.0,700.0,0.010166248769
1400.0,700.0,0.006992633027
1500.0,700.0,0.004861493504
1600.0,700.0,0.003412390778
1700.0,700.0,0.002416040711
1800.0,700.0,0.001723756852
1900.0,700.0,0.001315504115925
2000.0,700.0,0.00090725137985
800.0,750.0,0.071957302065
900.0,750.0,0.045965591205
1000.0,750.0,0.029938541639999997
1100.0,750.0,0.01984807826
1200.0,750.0,0.01335951941
1300.0,750.0,0.0091144237465
1400.0,750.0,0.006291176766
1500.0,750.0,0.004387914456
1600.0,750.0,0.003089021104
1700.0,750.0,0.0021928884865
1800.0,750.0,0.00156818910755
1900.0,750.0,0.0012320154792499999
2000.0,750.0,0.000823762743175
800.0,800.0,0.06149124768
900.0,800.0,0.03967131745
1000.0,800.0,0.0260295103
1100.0,800.0,0.01737022591
1200.0,800.0,0.01175844754
1300.0,800.0,0.008062598724
1400.0,800.0,0.005589720505
1500.0,800.0,0.003914335408
1600.0,800.0,0.00276565143
1700.0,800.0,0.001969736262
1800.0,800.0,0.0014126213631
1900.0,800.0,0.0010764477347999998
2000.0,800.0,0.0007402741065
900.0,850.0,0.03487514698
1000.0,850.0,0.02302307365
1100.0,850.0,0.015433192799999999
1200.0,850.0,0.0104894138155
1300.0,850.0,0.0072183125879999996
1400.0,850.0,0.0050211647635
1500.0,850.0,0.0035266012185
1600.0,850.0,0.002498292427
1700.0,850.0,0.00169117881255
1800.0,850.0,0.00125705361864995
1900.0,850.0,0.00092087999034995
2000.0,850.0,0.000656785469825
900.0,900.0,0.03007897651
1000.0,900.0,0.020016637
1100.0,900.0,0.01349615969
1200.0,900.0,0.009220380091
1300.0,900.0,0.006374026452
1400.0,900.0,0.004452609022
1500.0,900.0,0.003138867029
1600.0,900.0,0.002230933424
1700.0,900.0,0.0014126213631
1800.0,900.0,0.0011014858741999
1900.0,900.0,0.00083739135367495
2000.0,900.0,0.00057329683315
1000.0,950.0,0.017691573425
1100.0,950.0,0.0119882625775
1200.0,950.0,0.0084271959585
1300.0,950.0,0.006809616247
1400.0,950.0,0.00594649341405
1500.0,950.0,0.005658878409337475
1000.0,1000.0,0.01536650985
1100.0,1000.0,0.010480365465
